budget,genres,movie_id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",9361,en,The Last of the Mohicans,37.776566,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/25/1992,75505856,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Last of the Mohicans,7.1,732
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",1677,en,Ray,21.743321,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/29/2004,124731534,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ray,7.2,467
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",187,en,Sin City,66.003433,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/1/2005,158733820,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sin City,7.2,2691
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",7461,en,Vantage Point,24.862767,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/1/2008,151161491,90,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Vantage Point,6.2,716
41000000,"[{""id"": 35, ""name"": ""Comedy""}]",16538,en,"I Love You, Man",25.391899,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/20/2009,91636986,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"I Love You, Man",6.5,515
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9889,en,Shallow Hal,29.854773,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/1/2001,141069860,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shallow Hal,5.7,731
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",820,en,JFK,26.82041,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/1991,205405498,189,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,JFK,7.5,502
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11565,en,Big Momma's House 2,17.61292,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/26/2006,138259062,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Big Momma's House 2,5.4,371
57000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",6073,en,The Mexican,21.021809,"[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/1/2001,147845033,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Mexican,5.8,441
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",16996,en,17 Again,52.571674,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/11/2009,136267476,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,17 Again,6.1,1350
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",193610,en,The Other Woman,34.519636,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/16/2014,196781193,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Other Woman,6.2,1437
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",19912,en,The Final Destination,32.478077,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/26/2009,186167139,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Final Destination,5.4,831
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",296098,en,Bridge of Spies,48.445978,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",10/15/2015,165478348,141,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Bridge of Spies,7.2,2583
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",8007,en,Behind Enemy Lines,24.012986,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/17/2001,91753202,106,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""sh"", ""name"": """"}]",Released,Behind Enemy Lines,6,457
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",32823,en,Get Him to the Greek,17.869443,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/4/2010,90029656,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get Him to the Greek,5.9,612
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",4380,en,Shall We Dance?,14.231899,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/15/2004,170128460,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shall We Dance?,5.9,297
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",11551,en,Small Soldiers,23.088571,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/10/1998,54682547,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Small Soldiers,6.2,511
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10336,en,Spawn,19.833664,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/31/1997,87840042,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Spawn,5,336
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11362,en,The Count of Monte Cristo,26.595983,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/23/2002,75395048,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Count of Monte Cristo,7.3,453
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",50348,en,The Lincoln Lawyer,26.072228,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/17/2011,85412898,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Lincoln Lawyer,7,902
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",48138,en,Unknown,38.643914,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2/16/2011,130786397,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,Unknown,6.5,1265
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1124,en,The Prestige,74.440708,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/19/2006,109676311,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Prestige,8,4391
42000000,"[{""id"": 35, ""name"": ""Comedy""}]",227159,en,Horrible Bosses 2,82.185281,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/26/2014,107670357,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Horrible Bosses 2,6.1,1536
40000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",68179,en,Escape from Planet Earth,18.14218,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/14/2013,74597643,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Escape from Planet Earth,5.7,332
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1579,en,Apocalypto,41.570047,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/7/2006,120175290,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Apocalypto,7.3,1221
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",708,en,The Living Daylights,23.331459,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/29/1987,191185897,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""sk"", ""name"": ""Sloven\u010dina""}]",Released,The Living Daylights,6.2,440
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",34851,en,Predators,47.649554,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/3/2010,126248813,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Predators,6,1206
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",9930,en,Legal Eagles,7.519433,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/18/1986,0,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Legal Eagles,5.8,51
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1586,en,Secret Window,32.908414,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/12/2004,92913171,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Secret Window,6.4,972
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2044,en,The Lake House,29.88736,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/16/2006,114830111,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Lake House,6.5,670
43000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9913,en,The Skeleton Key,29.105407,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/29/2005,91974818,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Skeleton Key,6.4,573
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",71864,en,The Odd Life of Timothy Green,16.394452,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/15/2012,51854875,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Odd Life of Timothy Green,6.5,386
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10761,en,Made of Honor,19.574774,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/2/2008,84601681,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Made of Honor,6,394
40000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",209451,en,Jersey Boys,14.199933,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/5/2014,67347013,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Jersey Boys,6.8,255
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",11975,en,The Rainmaker,12.229516,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/18/1997,45916769,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Rainmaker,6.7,235
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4970,en,Gothika,27.303608,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/21/2003,141591324,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Gothika,5.8,629
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 9648, ""name"": ""Mystery""}]",11831,en,Amistad,3.698276,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/3/1997,74000000,155,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Amistad,6.8,316
40000000,"[{""id"": 12, ""name"": ""Adventure""}]",9096,en,Medicine Man,7.021871,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/7/1992,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Medicine Man,5.8,114
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",440,en,Aliens vs Predator: Requiem,39.381913,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/2007,41797066,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Aliens vs Predator: Requiem,4.9,740
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11011,en,Ri¢hie Ri¢h,14.398356,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/19/1994,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Ri¢hie Ri¢h,5.4,415
65000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10641,en,Autumn in New York,8.680334,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/11/2000,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Autumn in New York,5.7,135
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11172,en,Music and Lyrics,17.659032,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/9/2007,145896422,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Music and Lyrics,6.2,554
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",39513,en,Paul,43.151268,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2/14/2011,97552050,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Paul,6.5,1789
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",82687,en,The Guilt Trip,15.283444,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/19/2012,41863726,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Guilt Trip,5.4,284
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",41446,en,Scream 4,35.21926,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/11/2011,97138686,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Scream 4,6.1,902
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",8224,en,8MM,25.580272,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/26/1999,96618699,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,8MM,6.1,474
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",10537,en,The Doors,10.794175,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/1/1991,34416893,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Doors,6.7,275
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",225886,en,Sex Tape,72.641296,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/17/2014,126069509,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sex Tape,5.3,1695
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10385,en,Hanging Up,3.415534,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/16/2000,36037909,94,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Hanging Up,5,40
47000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",55779,en,Final Destination 5,38.555482,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/12/2011,157887643,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,Final Destination 5,5.9,866
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",10154,en,Mickey Blue Eyes,6.786117,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/16/1999,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mickey Blue Eyes,5.3,140
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10647,en,Pay It Forward,24.313684,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/12/2000,55707411,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Pay It Forward,7,432
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11431,en,Fever Pitch,9.965073,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/6/2005,50451307,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Fever Pitch,5.9,182
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",8457,en,Drillbit Taylor,15.055732,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/20/2008,0,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Drillbit Taylor,5.5,275
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",188161,en,A Million Ways to Die in the West,32.808675,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/22/2014,0,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Million Ways to Die in the West,5.8,1468
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8850,en,The Shadow,8.178203,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/1/1994,48063435,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Shadow,5.4,138
40000000,"[{""id"": 18, ""name"": ""Drama""}]",64685,en,Extremely Loud & Incredibly Close,31.066874,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/24/2011,55247881,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Extremely Loud & Incredibly Close,6.9,708
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",38357,en,Morning Glory,22.491388,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/12/2010,58785180,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}]",Released,Morning Glory,6.1,412
40000000,"[{""id"": 18, ""name"": ""Drama""}]",10060,en,Get Rich or Die Tryin',12.885985,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/9/2005,46442528,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get Rich or Die Tryin',6.3,186
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",11398,en,The Art of War,7.832337,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/23/2000,30199105,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Art of War,5.6,135
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1833,en,Rent,10.433667,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/23/2005,31670620,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Rent,6.7,155
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10391,en,Bless the Child,3.321949,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/11/2000,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bless the Child,4.9,71
75000000,"[{""id"": 35, ""name"": ""Comedy""}]",8970,en,The Out-of-Towners,4.842626,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/2/1999,29000000,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Out-of-Towners,5,45
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",9306,en,The Island of Dr. Moreau,13.210898,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/23/1996,49627779,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Island of Dr. Moreau,4.6,147
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",11370,en,The Musketeer,3.296933,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",9/7/2001,27053815,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,The Musketeer,5.2,56
35000000,"[{""id"": 18, ""name"": ""Drama""}]",12184,en,The Other Boleyn Girl,22.939557,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/28/2008,0,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Other Boleyn Girl,6.4,477
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1921,en,Sweet November,19.372805,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/16/2001,65754228,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sweet November,6.4,278
40000000,"[{""id"": 27, ""name"": ""Horror""}]",1683,en,The Reaping,13.445697,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/5/2007,62771059,99,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Reaping,5.4,205
